# phase	collection	subject	payload
# phase: sources | findings | frame | derived | judgments | open (write order, top to bottom)
# collection: sources' write target ("-", written directly into the record's `sources:`
#   block) or the `kpop add --in` target for every other phase (known | judgments | open)
# subject: the entry id
# payload: for sources, the rendered `sources:` sub-block for that id, its lines joined
#   by literal \n (run.sh expands them with `printf '%b'`); for every other phase, the
#   exact JSON `kpop add` takes as its VALUES argument
findings	known	sparc.mass_model_sensitivity	{"name": "Why a mass-model assumption remains attached", "v": "The reported baryonic-to-observed velocity trends depend on the assumed stellar mass-to-light ratio; the abstract contrasts 0.5 with 0.2.", "from": "paper.sparc", "at": "Abstract", "fidelity": "paraphrase"}
findings	known	rar.sample_size	{"name": "Galaxies retained for the acceleration relation", "v": 153, "from": "paper.rar", "at": "p. 1, Data / Galaxy Sample", "fidelity": "quoted", "unit": "galaxies"}
findings	known	rar.points	{"name": "Rotation-curve points retained", "v": 2693, "from": "paper.rar", "at": "p. 1, Galaxy Sample: velocity-precision cut", "fidelity": "quoted", "unit": "points"}
findings	known	rar.catalog	{"name": "The acceleration analysis reuses SPARC", "v": "The 153-galaxy analysis selects from SPARC rather than observing an independent second catalog.", "from": "paper.rar", "at": "p. 1, Galaxy Sample; refers to the SPARC database", "fidelity": "paraphrase"}
findings	known	rar.selection	{"name": "The stated quality cuts", "v": "Ten galaxies with inclination below 30 degrees and twelve with asymmetric rotation curves are excluded; retained points require 10% velocity precision.", "from": "paper.rar", "at": "p. 1, Galaxy Sample", "fidelity": "paraphrase"}
findings	known	rar.finding	{"name": "Observed and baryonic accelerations are closely related", "v": "The observed radial acceleration tracks that predicted from the baryonic distribution across the selected galaxies.", "from": "paper.rar", "at": "Abstract; p. 4, Results", "fidelity": "paraphrase"}
findings	known	rar.observed_scatter	{"name": "Observed rms scatter", "v": 0.13, "from": "paper.rar", "at": "p. 4, Results; p. 5, distinction from intrinsic scatter", "fidelity": "quoted", "unit": "dex"}
findings	known	rar.mass_model	{"name": "Mass-to-light conversion is an input", "v": "Baryonic acceleration uses a stellar mass-to-light conversion and a Poisson-equation calculation; the disk value adopted is 0.50 at 3.6 micrometres.", "from": "paper.rar", "at": "p. 2, Gravitational Potentials of Baryons / Stellar Mass-to-Light Ratios", "fidelity": "paraphrase"}
findings	known	rar.interpretation_scope	{"name": "The relation does not select one theory by itself", "v": "The discussion considers galaxy formation, dark-sector physics and modified dynamics; it distinguishes an empirical fit from MOND as a theory.", "from": "paper.rar", "at": "p. 5, Discussion", "fidelity": "paraphrase"}
findings	known	lensing.redshift	{"name": "Redshift of the Bullet Cluster", "v": 0.296, "from": "paper.lensing", "at": "Abstract", "fidelity": "quoted"}
findings	known	lensing.inputs	{"name": "Observations used for the lensing maps", "v": "Wide-field ground-based images and HST/ACS images of the cluster cores.", "from": "paper.lensing", "at": "Abstract", "fidelity": "paraphrase"}
findings	known	lensing.gas	{"name": "Dominant baryonic component in this merger", "v": "The X-ray-emitting plasma is the dominant baryonic mass component and is spatially separated from the galaxies.", "from": "paper.lensing", "at": "Abstract", "fidelity": "paraphrase"}
findings	known	lensing.finding	{"name": "Mass peaks and hot gas are displaced", "v": "The reconstructed gravitational-potential peaks approximately follow the galaxies rather than the dominant plasma distribution.", "from": "paper.lensing", "at": "Abstract", "fidelity": "paraphrase"}
findings	known	lensing.offset_significance	{"name": "Reported significance of the mass-baryon offset", "v": 8, "from": "paper.lensing", "at": "Abstract: authors report an 8-sigma spatial offset", "fidelity": "quoted", "unit": "sigma"}
findings	known	cmb.finding	{"name": "Planck result within the baseline cosmology", "v": "Temperature, polarization and lensing give good consistency with the spatially flat six-parameter base Lambda-CDM model.", "from": "paper.cmb", "at": "Abstract", "fidelity": "paraphrase"}
findings	known	cmb.omega_c_h2	{"name": "Physical cold-dark-matter density", "v": 0.12, "from": "paper.cmb", "at": "Abstract, combined analysis", "fidelity": "quoted", "uncertainty": 0.001, "confidence": "68%"}
findings	known	cmb.omega_b_h2	{"name": "Physical baryon density", "v": 0.0224, "from": "paper.cmb", "at": "Abstract, combined analysis", "fidelity": "quoted", "uncertainty": 0.0001, "confidence": "68%"}
findings	known	cmb.h0	{"name": "Inferred Hubble constant in base Lambda-CDM", "v": 67.4, "from": "paper.cmb", "at": "Abstract, inferred late-Universe parameters", "fidelity": "quoted", "unit": "km/s/Mpc", "uncertainty": 0.5, "confidence": "68%"}
findings	known	cmb.omega_m	{"name": "Inferred matter density parameter", "v": 0.315, "from": "paper.cmb", "at": "Abstract, inferred late-Universe parameters", "fidelity": "quoted", "uncertainty": 0.007, "confidence": "68%"}
findings	known	cmb.lensing_tension	{"name": "A model-fit tension retained alongside the fit", "v": "The CMB spectra prefer a higher lensing amplitude at over two sigma, but the lensing reconstruction and BAO do not support that preference.", "from": "paper.cmb", "at": "Abstract; not a claim that the baseline model is refuted", "fidelity": "paraphrase"}
findings	known	lz.live_days	{"name": "Live exposure in the first LZ search", "v": 60, "from": "paper.lz", "at": "Abstract, first-search exposure", "fidelity": "quoted", "unit": "days"}
findings	known	lz.fiducial_mass	{"name": "Fiducial mass for that exposure", "v": 5.5, "from": "paper.lz", "at": "Abstract", "fidelity": "quoted", "unit": "tonnes"}
findings	known	lz.finding	{"name": "LZ first-search outcome", "v": "The profile-likelihood analysis is consistent with a background-only hypothesis.", "from": "paper.lz", "at": "Abstract", "fidelity": "paraphrase"}
findings	known	lz.si_limit	{"name": "Strongest reported spin-independent cross-section limit", "v": 9.2e-48, "from": "paper.lz", "at": "Abstract, version 4: limit at 36 GeV/c^2", "fidelity": "quoted", "unit": "cm^2", "confidence": "90%"}
findings	known	lz.mass_at_limit	{"name": "WIMP mass at the quoted strongest limit", "v": 36, "from": "paper.lz", "at": "Abstract, version 4", "fidelity": "quoted", "unit": "GeV/c^2"}
findings	known	lz.limit_scope	{"name": "What the direct-search limit constrains", "v": "Limits on specified WIMP-nucleon interactions, with the abstract reporting limits for masses above 9 GeV/c^2; not a test of every possible dark component.", "from": "paper.lz", "at": "Abstract; p. 7, limit interpretation", "fidelity": "paraphrase"}
frame	known	research.framework	{"name": "Adopted synthesis framework", "v": "Standard gravitational mass inference; base Lambda-CDM for the CMB result.", "from": "research.protocol", "at": "Synthesis scope", "fidelity": "paraphrase"}
frame	known	research.selection	{"name": "Scope of the selected literature", "v": "Six source papers, selected findings and an authored synthesis. Not a complete review, a statistically combined likelihood, or a claim to run live research agents.", "from": "research.protocol", "at": "Synthesis scope", "fidelity": "paraphrase"}
derived	known	cmb.dark_to_baryon_density	{"name": "Ratio of the abstract central physical densities", "rule": {"expr": "cmb.omega_c_h2 / cmb.omega_b_h2"}, "unit": "ratio", "note": "A ratio of rounded central values from one fit, without uncertainty propagation; not an independent observation."}
judgments	judgments	evidence.shared_catalog	{"name": "SPARC and RAR share an evidence base", "rests_on": ["sparc.sample_size", "sparc.inputs", "rar.catalog", "rar.selection"], "verdict": "Treat SPARC and the RAR analysis as related evidence, not two independent observational votes.", "because": "The acceleration paper explicitly selects its galaxies from the SPARC database; methods and calibration assumptions can therefore be shared.", "reopened_by": "A different catalog, sample selection or independently calibrated replication changes the dependence between these findings."}
judgments	judgments	galaxy.extended_mass	{"name": "The galaxy-scale mass-inference problem", "rests_on": ["rotation.method", "rotation.finding", "rotation.author_inference", "research.framework"], "verdict": "Under the adopted gravitational interpretation, the rotation readings support extended gravitating mass.", "because": "The source records measured rotation separately from the authors' mass inference; the latter depends on the dynamical interpretation.", "reopened_by": "The velocity readings, geometry, dynamical assumptions or an alternative explanation of the same curves changes."}
judgments	judgments	galaxy.baryon_coupling	{"name": "A galaxy model must address the baryonic coupling", "rests_on": ["sparc.mass_model_sensitivity", "rar.finding", "rar.observed_scatter", "rar.mass_model", "rar.interpretation_scope", "evidence.shared_catalog"], "verdict": "Require a galaxy-scale explanation to address the tight baryon-acceleration relation and its modeling assumptions.", "because": "The regularity is a constraint on explanations. This record does not turn it into a proof of one dark-matter model or of modified gravity.", "reopened_by": "Revised distances, inclinations, stellar mass-to-light conversion or independent samples materially change the reported relation or scatter."}
judgments	judgments	cluster.mass_location	{"name": "The lensing mass does not follow the dominant gas", "rests_on": ["lensing.inputs", "lensing.gas", "lensing.finding", "lensing.offset_significance", "research.framework"], "verdict": "Under the adopted lensing interpretation, most gravitating mass in this merger does not trace the dominant baryonic plasma.", "because": "The spatial comparison is a distinct constraint from a rotation curve, while the paper's stronger proof language remains the authors' interpretation.", "reopened_by": "The lensing reconstruction, gas-mass interpretation, line-of-sight structure or the gravitational framework changes."}
judgments	judgments	cosmology.cold_component	{"name": "A cold component in the baseline CMB fit", "rests_on": ["cmb.finding", "cmb.omega_c_h2", "cmb.omega_b_h2", "cmb.dark_to_baryon_density", "cmb.lensing_tension", "research.framework"], "verdict": "Within base Lambda-CDM, the fitted physical cold-dark-matter density exceeds the baryon density; this is not direct particle identification.", "because": "The density ratio connects two central values from the same fit. The model assumptions and retained lensing-amplitude tension limit the interpretation.", "reopened_by": "The likelihood, data combination or cosmological model changes enough to alter the inferred component or the interpretation of the fit."}
judgments	judgments	particle.search_scope	{"name": "A null search constrains candidates, not every mass explanation", "rests_on": ["lz.live_days", "lz.fiducial_mass", "lz.finding", "lz.si_limit", "lz.mass_at_limit", "lz.limit_scope"], "verdict": "The first LZ result restricts specified WIMP interactions without establishing the identity or nonexistence of all dark matter.", "because": "Astronomical mass inference and a laboratory scattering limit answer different questions; the mass, interaction type and confidence level must travel with the number.", "reopened_by": "A later exposure, revised calibration, different interaction model or positive signal changes the candidate constraint."}
judgments	judgments	synthesis.dark_matter	{"name": "A connected account with unresolved physics", "rests_on": ["galaxy.extended_mass", "galaxy.baryon_coupling", "cluster.mass_location", "cosmology.cold_component", "particle.search_scope", "research.framework", "research.selection"], "verdict": "Under the stated models, the selected evidence supports a dark-matter account across scales, while baryonic regularities and direct-search limits constrain its explanation.", "because": "The chain keeps observations, modeling choices, evidence reuse and intermediate judgments visible. It neither adds paper votes nor calculates a probability that dark matter exists. The physical identity and a worked comparison of alternatives remain open.", "reopened_by": "A source finding or shared assumption is revised, or a worked alternative jointly addresses the galaxy, cluster, cosmological and particle-search constraints. Reassess the affected paths and the synthesis."}
open	open	research.identity	{"name": "What is the dark component?", "question": "Which physical candidates jointly satisfy the astronomical constraints and interaction-specific direct-search limits?"}
open	open	research.alternatives	{"name": "Compare explanations on the same evidence", "question": "Which alternatives address the selected galaxy, cluster and CMB observations together, and with which additional assumptions?"}
open	open	research.shared_systematics	{"name": "Track shared data and assumptions", "question": "How do SPARC/RAR catalog overlap, mass-to-light choices and other common assumptions change the effective independence of the evidence?"}
open	open	research.baryon_coupling	{"name": "Explain the acceleration relation", "question": "Which mechanisms reproduce the RAR and its scatter across independent samples without treating the source relation as a proof of one theory?"}
open	open	research.later_searches	{"name": "Extend beyond the first LZ result", "question": "What do later exposures and other experiments change? This selected first-search paper is not a current survey of exclusion limits."}
